"Position","Speed_max","Speed_85","Speed_median","Speed_mean","Speed_min","Driver_ID"
-195,1.02318943988584,1.02313592579379,1.02283267927221,1.02268673174845,1.02211915804495,"Driver01"
-185,1.02211915804495,1.02176239743132,1.0214056368177,1.02154834106315,1.02104887620407,"Driver01"
-175,1.02104887620407,1.02104887620407,1.02033535497681,1.02049589725294,1.01997859436318,"Driver01"
-165,1.01997859436318,1.01997859436318,1.01926507313593,1.01943495914242,1.0189083125223,"Driver01"
-155,1.0189083125223,1.01855155190867,1.01855155190867,1.01834768870088,1.01783803068141,"Driver01"
-145,1.01783803068141,1.01748127006778,1.01748127006778,1.0172434296587,1.01676774884053,"Driver01"
-135,1.01676774884053,1.0164109882269,1.01605422761327,1.01617314781781,1.01569746699964,"Driver01"
-125,1.01534070638601,1.01534070638601,1.01498394577239,1.01496843444136,1.01462718515876,"Driver01"
-115,1.01427042454513,1.01402069211559,1.0139136639315,1.01376344893629,1.01320014270425,"Driver01"
-105,1.01320014270425,1.01320014270425,1.01284338209062,1.01274145048672,1.01212986086336,"Driver01"
-95,1.01212986086336,1.01177310024973,1.01177310024973,1.01149742159375,1.01070281840885,"Driver01"
-85,1.01105957902248,1.01070281840885,1.01034605779522,1.01029254370318,1.00963253656796,"Driver01"
-75,1.00963253656796,1.00957902247592,1.00891901534071,1.00904874647293,1.00856225472708,"Driver01"
-65,1.00820549411345,1.00820549411345,1.00784873349982,1.00776765154218,1.00713521227257,"Driver01"
-55,1.00713521227257,1.00677845165894,1.00642169104531,1.00645736710667,1.00606493043168,"Driver01"
-45,1.00570816981805,1.00570816981805,1.00535140920442,1.00521550039923,1.00463788797717,"Driver01"
-35,1.00463788797717,1.00428112736354,1.00392436674991,1.00390737814926,1.00321084552265,"Driver01"
-25,1.00321084552265,1.00315733143061,1.0024973242954,1.00264327181915,1.00214056368177,"Driver01"
-15,1.00214056368177,1.00214056368177,1.00142704245451,1.00164789426295,1.00107028184088,"Driver01"
-5,1.00107028184088,1.00107028184088,1.00071352122726,1.00066255542531,1.00035676061363,"Driver01"
5,1,1,0.999643239386372,0.999643239386372,0.999286478772744,"Driver01"
15,0.999286478772744,0.998929718159115,0.998572957545487,0.998623923347434,0.998216196931859,"Driver01"
25,0.998216196931859,0.99785943631823,0.997502675704602,0.997672561711092,0.997145915090974,"Driver01"
35,0.997145915090974,0.996789154477346,0.996432393863717,0.996529692212889,0.996075633250089,"Driver01"
45,0.996075633250089,0.995718872636461,0.995362112022833,0.995464043626726,0.995005351409205,"Driver01"
55,0.995005351409205,0.994648590795576,0.994291830181948,0.994356695748062,0.993578308954691,"Driver01"
65,0.993578308954691,0.993578308954691,0.993221548341063,0.993204559740414,0.992508027113807,"Driver01"
75,0.992508027113807,0.992508027113806,0.992151266500178,0.992089221176069,0.99179450588655,"Driver01"
85,0.991437745272922,0.991134498751338,0.991080984659294,0.990920442383161,0.990367463432037,"Driver01"
95,0.990367463432037,0.990367463432037,0.990010702818409,0.989864755294652,0.989297181591152,"Driver01"
105,0.989297181591152,0.988940420977524,0.988940420977524,0.988770534971034,0.988226899750268,"Driver01"
115,0.988226899750268,0.988173385658223,0.987691758829825,0.987691758829825,0.987156617909383,"Driver01"
125,0.987156617909383,0.986799857295755,0.986443096682126,0.986572827814355,0.986086336068498,"Driver01"
135,0.986086336068498,0.986086336068498,0.985372814841242,0.985542700847731,0.985016054227613,"Driver01"
145,0.985016054227613,0.984659293613985,0.984659293613985,0.984448480524114,0.983945772386728,"Driver01"
155,0.983945772386728,0.9835890117731,0.983232251159472,0.983329549508643,0.982875490545844,"Driver01"
165,0.982875490545844,0.982518729932216,0.982161969318587,0.982226834884702,0.981805208704959,"Driver01"
175,0.981805208704959,0.981448448091331,0.981091687477702,0.981142653279649,0.980734926864074,"Driver01"
185,0.980734926864074,0.980378166250446,0.980021405636818,0.980086271202932,0.97966464502319,"Driver01"
195,0.97966464502319,0.979307884409561,0.979129504102747,0.979048422145104,0.978594363182305,"Driver01"
-195,1.0309963099631,1.03062730627306,1.03007380073801,1.030040254948,1.02915129151292,"Driver02"
-185,1.02915129151292,1.02878228782288,1.02841328413284,1.02841328413284,1.02767527675277,"Driver02"
-175,1.02767527675277,1.02730627306273,1.02693726937269,1.02687017779269,1.02619926199262,"Driver02"
-165,1.02619926199262,1.02583025830258,1.02546125461255,1.02532068177825,1.02472324723247,"Driver02"
-155,1.02435424354244,1.02435424354244,1.02361623616236,1.02371687353237,1.02287822878229,"Driver02"
-145,1.02287822878229,1.02250922509225,1.02214022140221,1.02219293621508,1.02140221402214,"Driver02"
-135,1.02140221402214,1.0210332103321,1.02066420664207,1.02063066085206,1.01992619926199,"Driver02"
-125,1.01992619926199,1.01955719557196,1.01881918819188,1.01899566821755,1.01845018450185,"Driver02"
-115,1.01808118081181,1.01771217712177,1.01734317343173,1.01723774380601,1.01660516605166,"Driver02"
-105,1.01660516605166,1.01660516605166,1.01549815498155,1.01576172904586,1.01512915129151,"Driver02"
-95,1.01512915129151,1.01476014760148,1.01439114391144,1.01413955048641,1.01328413284133,"Driver02"
-85,1.01328413284133,1.01291512915129,1.01254612546125,1.01244069583553,1.01180811808118,"Driver02"
-75,1.01143911439114,1.01143911439114,1.01070110701107,1.01075142569608,1.009963099631,"Driver02"
-65,1.009963099631,1.00959409594096,1.00922509225092,1.00907413619591,1.00811808118081,"Driver02"
-55,1.00959409594096,1.00922509225092,1.00885608856089,1.00872773945131,1.00811808118081,"Driver02"
-45,1.00959409594096,1.00959409594096,1.00922509225092,1.00927780706378,1.00885608856089,"Driver02"
-35,1.00848708487085,1.00811808118081,1.00719557195572,1.00732975511573,1.00590405904059,"Driver02"
-25,1.00590405904059,1.00553505535055,1.00442804428044,1.00450826247393,1.00332103321033,"Driver02"
-15,1.0029520295203,1.00258302583026,1.00221402214022,1.00203754211455,1.00147601476015,"Driver02"
-5,1.00147601476015,1.00110701107011,1.00073800738007,1.00066420664207,1,"Driver02"
5,1,0.999944649446494,0.999446494464945,0.999446494464945,0.998892988929889,"Driver02"
15,0.998892988929889,0.998523985239852,0.998154981549816,0.998272391814827,0.997785977859779,"Driver02"
25,0.998523985239852,0.998523985239852,0.998154981549816,0.998106850633724,0.997785977859779,"Driver02"
35,0.999261992619926,0.999261992619926,0.998892988929889,0.998980846951327,0.998523985239852,"Driver02"
45,1,0.999630996309963,0.999630996309963,0.999547131834955,0.999261992619926,"Driver02"
55,1.00036900369004,1.00036900369004,1,1.00006417455479,0.999630996309963,"Driver02"
65,1.00110701107011,1.00110701107011,1.00073800738007,1.00080829379722,1.00036900369004,"Driver02"
75,1.00221402214022,1.00184501845018,1.00184501845018,1.00170062570191,1.00110701107011,"Driver02"
85,1.0029520295203,1.0029520295203,1.00258302583026,1.00256625293526,1.00221402214022,"Driver02"
95,1.00369003690037,1.00369003690037,1.00332103321033,1.00338520776512,1.0029520295203,"Driver02"
105,1.00442804428044,1.00442804428044,1.00442804428044,1.00423475663328,1.00369003690037,"Driver02"
115,1.00553505535055,1.00516605166052,1.00516605166052,1.00506541429051,1.00479704797048,"Driver02"
125,1.00627306273063,1.00590405904059,1.00590405904059,1.00583377262344,1.00553505535055,"Driver02"
135,1.0070110701107,1.0069557195572,1.00664206642066,1.00659174773566,1.00627306273063,"Driver02"
145,1.00774907749077,1.00738007380074,1.00738007380074,1.00727943643073,1.0070110701107,"Driver02"
155,1.00811808118081,1.00811808118081,1.00774907749077,1.00786648775579,1.00738007380074,"Driver02"
165,1.00848708487085,1.00848708487085,1.00848708487085,1.00836967460584,1.00811808118081,"Driver02"
175,1.00922509225092,1.00922509225092,1.00885608856089,1.00890640724589,1.00848708487085,"Driver02"
185,1.00959409594096,1.00959409594096,1.00959409594096,1.00942636699094,1.00922509225092,"Driver02"
195,1.01033210332103,1.009963099631,1.009963099631,1.00991278094599,1.00959409594096,"Driver02"
-195,1.02880224798033,1.02880224798033,1.02809975412715,1.02825028852426,1.02774850720056,"Driver03"
-185,1.02774850720056,1.02739726027397,1.02704601334738,1.02701256125914,1.0263435194942,"Driver03"
-175,1.0263435194942,1.0260449596066,1.02564102564103,1.02576396206533,1.02528977871444,"Driver03"
-165,1.02528977871444,1.02493853178785,1.02458728486126,1.02458728486126,1.02388479100808,"Driver03"
-155,1.02388479100808,1.02388479100808,1.02353354408149,1.02338300968438,1.02283105022831,"Driver03"
-145,1.02283105022831,1.02247980330172,1.02212855637513,1.02205830698981,1.02142606252195,"Driver03"
-135,1.02142606252195,1.02107481559536,1.02037232174218,1.02045215058914,1.01966982788901,"Driver03"
-125,1.01966982788901,1.01931858096242,1.01861608710924,1.01875658587987,1.01791359325606,"Driver03"
-115,1.01791359325606,1.01761503336846,1.01721109940288,1.01722866174921,1.0165086055497,"Driver03"
-105,1.0165086055497,1.01615735862311,1.01545486476993,1.01567230334354,1.01475237091675,"Driver03"
-95,1.01475237091675,1.01475237091675,1.01404987706358,1.01410005519595,1.0133473832104,"Driver03"
-85,1.01299613628381,1.01299613628381,1.01229364243063,1.01244417682774,1.01159114857745,"Driver03"
-75,1.01159114857745,1.01159114857745,1.01088865472427,1.0109062170706,1.01018616087109,"Driver03"
-65,1.01018616087109,1.0098349139445,1.00930804355462,1.00937190663218,1.00878117316473,"Driver03"
-55,1.00878117316473,1.00842992623815,1.00790305584826,1.00792061819459,1.00737618545838,"Driver03"
-45,1.00737618545838,1.00702493853179,1.0066736916052,1.00655660929634,1.00597119775202,"Driver03"
-35,1.00597119775202,1.00561995082543,1.00526870389884,1.00513489554585,1.00456621004566,"Driver03"
-25,1.00421496311907,1.00421496311907,1.00386371619248,1.00374663388362,1.0031612223393,"Driver03"
-15,1.00280997541272,1.00280997541272,1.00245872848613,1.00229146804489,1.00140498770636,"Driver03"
-5,1.00140498770636,1.00140498770636,1.00087811731647,1.00086215154708,1,"Driver03"
5,1,0.999648753073411,0.999297506146821,0.999247328014451,0.998595012293642,"Driver03"
15,0.998595012293642,0.998243765367053,0.997892518440464,0.997787144362487,0.997190024587285,"Driver03"
25,0.997190024587285,0.996838777660695,0.996136283807517,0.99630354424875,0.995433789954338,"Driver03"
35,0.995433789954338,0.995082543027748,0.994731296101159,0.994731296101159,0.99402880224798,"Driver03"
45,0.99402880224798,0.993677555321391,0.992975061468212,0.993192500041815,0.992623814541623,"Driver03"
55,0.992272567615033,0.991921320688444,0.991570073761855,0.991586799805978,0.990867579908676,"Driver03"
65,0.990867579908676,0.990516332982086,0.990165086055497,0.989957531053421,0.989111345275729,"Driver03"
75,0.989111345275729,0.988760098349139,0.98840885142255,0.988291769113687,0.987355110642782,"Driver03"
85,0.987355110642782,0.987355110642782,0.986652616789603,0.986669342833726,0.985950122936424,"Driver03"
95,0.985950122936424,0.985598876009835,0.985072005619951,0.985087971389341,0.984193888303477,"Driver03"
105,0.984193888303477,0.984141201264489,0.983491394450299,0.983491394450299,0.98278890059712,"Driver03"
115,0.98243765367053,0.98243765367053,0.982086406743941,0.981885694214461,0.981032665964173,"Driver03"
125,0.981032665964173,0.981032665964173,0.980330172110994,0.980380350243364,0.979627678257815,"Driver03"
135,0.979627678257815,0.979276431331226,0.978925184404636,0.978858280228143,0.978222690551458,"Driver03"
145,0.977871443624868,0.977871443624868,0.977168949771689,0.977264744388032,0.976466455918511,"Driver03"
155,0.976466455918511,0.976115208991921,0.975763962065332,0.975763962065332,0.975061468212153,"Driver03"
165,0.975061468212153,0.974710221285564,0.97418335089568,0.974215282434461,0.973305233579206,"Driver03"
175,0.973305233579206,0.973252546540218,0.972602739726028,0.972650637034199,0.971900245872849,"Driver03"
185,0.971900245872849,0.971548998946259,0.97084650509308,0.971060307570135,0.970495258166491,"Driver03"
195,0.970495258166491,0.970144011239902,0.969441517386723,0.9695468914647,0.968739023533544,"Driver03"
-195,0.988030467899891,0.988030467899891,0.988030467899891,0.987865598311735,0.987667754805948,"Driver04"
-185,0.988755894087777,0.988755894087777,0.988393180993834,0.988508589705543,0.988030467899891,"Driver04"
-175,0.989481320275662,0.989118607181719,0.989118607181719,0.989102120222904,0.988755894087777,"Driver04"
-165,0.990206746463547,0.989844033369605,0.989844033369605,0.989728624657896,0.989481320275662,"Driver04"
-155,0.99056945955749,0.99056945955749,0.990206746463547,0.990327650828195,0.989844033369605,"Driver04"
-145,0.990932172651433,0.990932172651433,0.990932172651433,0.990833250898539,0.99056945955749,"Driver04"
-135,0.991657598839318,0.991657598839318,0.991294885745375,0.991443268374716,0.991294885745375,"Driver04"
-125,0.992020311933261,0.992020311933261,0.992020311933261,0.991904903221552,0.991657598839318,"Driver04"
-115,0.992745738121146,0.992745738121146,0.992383025027203,0.992448972862466,0.992020311933261,"Driver04"
-105,0.993471164309031,0.993471164309031,0.993108451215089,0.993174399050351,0.992745738121146,"Driver04"
-95,0.99455930359086,0.99455930359086,0.994196590496917,0.994212360631436,0.993833877402974,"Driver04"
-85,0.995284729778745,0.995284729778745,0.994922016684802,0.995077465153635,0.994922016684802,"Driver04"
-75,0.99601015596663,0.99601015596663,0.995647442872688,0.995768347237335,0.995284729778745,"Driver04"
-65,0.996735582154516,0.996735582154516,0.996372869060573,0.996467489867689,0.99601015596663,"Driver04"
-55,0.997461008342401,0.997461008342401,0.997098295248458,0.997132839352643,0.996735582154516,"Driver04"
-45,0.998186434530286,0.998077620602104,0.997823721436344,0.997744870763748,0.997461008342401,"Driver04"
-35,0.998549147624229,0.998549147624229,0.998186434530286,0.998258977149075,0.997823721436344,"Driver04"
-25,0.998911860718172,0.998911860718172,0.998911860718172,0.998812938965278,0.998549147624229,"Driver04"
-15,0.999637286906057,0.999274573812115,0.999274573812115,0.999258086853299,0.998911860718172,"Driver04"
-5,1,1,0.999637286906057,0.999773304316286,0.999637286906057,"Driver04"
5,1.00036271309394,1.00036271309394,1,1.00013363113987,1,"Driver04"
15,1.00072542618789,1.00072542618789,1.00036271309394,1.00052041443914,1.00036271309394,"Driver04"
25,1.00108813928183,1.00108813928183,1.00072542618789,1.00084633055253,1.00072542618789,"Driver04"
35,1.00108813928183,1.00108813928183,1.00108813928183,1.00108813928183,1.00108813928183,"Driver04"
45,1.00145085237577,1.00145085237577,1.00145085237577,1.00138777183769,1.00108813928183,"Driver04"
55,1.00181356546971,1.00181356546971,1.00145085237577,1.00155448468833,1.00145085237577,"Driver04"
65,1.00181356546971,1.00181356546971,1.00181356546971,1.00181356546971,1.00181356546971,"Driver04"
75,1.00217627856366,1.00217627856366,1.00181356546971,1.00191719778227,1.00181356546971,"Driver04"
85,1.00217627856366,1.00217627856366,1.00217627856366,1.00217627856366,1.00217627856366,"Driver04"
95,1.0025389916576,1.0025389916576,1.00217627856366,1.00234114815181,1.00217627856366,"Driver04"
105,1.0025389916576,1.0025389916576,1.0025389916576,1.00248717550132,1.00217627856366,"Driver04"
115,1.00290170475154,1.00290170475154,1.0025389916576,1.00270386124575,1.0025389916576,"Driver04"
125,1.00290170475154,1.00290170475154,1.00290170475154,1.00286873083391,1.0025389916576,"Driver04"
135,1.00326441784548,1.00290170475154,1.00290170475154,1.00295352090782,1.00290170475154,"Driver04"
145,1.00326441784548,1.00326441784548,1.00326441784548,1.00324793088667,1.00290170475154,"Driver04"
155,1.00362713093943,1.00326441784548,1.00326441784548,1.00329896194967,1.00326441784548,"Driver04"
165,1.00362713093943,1.00362713093943,1.00362713093943,1.00347874831009,1.00326441784548,"Driver04"
175,1.00362713093943,1.00362713093943,1.00362713093943,1.00362713093943,1.00362713093943,"Driver04"
185,1.00362713093943,1.00362713093943,1.00362713093943,1.00362713093943,1.00362713093943,"Driver04"
195,1.00398984403337,1.00398984403337,1.00398984403337,1.00385794836284,1.00362713093943,"Driver04"
-195,0.999283667621776,0.999283667621776,0.999283667621776,0.999215445490517,0.998925501432665,"Driver05"
-185,0.999283667621776,0.999283667621776,0.999283667621776,0.999185985933837,0.998925501432665,"Driver05"
-175,0.999283667621776,0.999283667621776,0.998925501432665,0.999039463401928,0.998925501432665,"Driver05"
-165,0.999641833810888,0.999641833810888,0.999283667621776,0.99943716741711,0.999283667621776,"Driver05"
-155,1,1,0.999641833810888,0.999744167007777,0.999641833810888,"Driver05"
-145,1,1,1,1,1,"Driver05"
-135,1.00035816618911,1.00035816618911,1,1.00017055532815,1,"Driver05"
-125,1.00035816618911,1.00035816618911,1.00035816618911,1.00023877745941,1,"Driver05"
-115,1.00035816618911,1.00035816618911,1,1.00013024225059,1,"Driver05"
-105,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-95,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-85,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-75,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-65,1.00071633237822,1.00035816618911,1.00035816618911,1.00039227725474,1.00035816618911,"Driver05"
-55,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-45,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-35,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-25,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-15,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,1.00035816618911,"Driver05"
-5,1,1,1,1,1,"Driver05"
5,1,1,1,1,1,"Driver05"
15,1,1,1,0.999829444671852,0.999641833810888,"Driver05"
25,0.999641833810888,0.999641833810888,0.999641833810888,0.999641833810888,0.999641833810888,"Driver05"
35,0.999641833810888,0.999641833810888,0.999283667621776,0.999368945285851,0.999283667621776,"Driver05"
45,0.999283667621776,0.999283667621776,0.999283667621776,0.99915342537119,0.998925501432665,"Driver05"
55,0.998925501432665,0.998925501432665,0.998925501432665,0.998857279301405,0.998567335243553,"Driver05"
65,0.998567335243553,0.998567335243553,0.998567335243553,0.99855105496223,0.998209169054441,"Driver05"
75,0.998209169054441,0.998209169054441,0.998209169054441,0.998209169054441,0.998209169054441,"Driver05"
85,0.998209169054441,0.997851002865329,0.997851002865329,0.997868058398144,0.997851002865329,"Driver05"
95,0.997851002865329,0.997492836676218,0.997492836676218,0.997541677520188,0.997492836676218,"Driver05"
105,0.997492836676218,0.997492836676218,0.997134670487106,0.99721994815118,0.997134670487106,"Driver05"
115,0.997134670487106,0.997134670487106,0.996776504297994,0.996890466267257,0.996776504297994,"Driver05"
125,0.996776504297994,0.996776504297994,0.996597421203438,0.996597421203438,0.996418338108882,"Driver05"
135,0.996418338108882,0.996418338108882,0.996418338108882,0.996281893846364,0.996060171919771,"Driver05"
145,0.996060171919771,0.996060171919771,0.996060171919771,0.995991949788511,0.995702005730659,"Driver05"
155,0.995702005730659,0.995702005730659,0.995702005730659,0.995685725449336,0.995343839541547,"Driver05"
165,0.995343839541547,0.995343839541547,0.995343839541547,0.995343839541547,0.995343839541547,"Driver05"
175,0.995343839541547,0.994985673352435,0.994985673352435,0.995019784418065,0.994985673352435,"Driver05"
185,0.994985673352435,0.994985673352435,0.994627507163324,0.99470890856994,0.994627507163324,"Driver05"
195,0.994627507163324,0.994627507163324,0.994269340974212,0.994405785236731,0.994269340974212,"Driver05"
